,field_1,X,Y,green_cove,green_co_1,green_co_2,green_co_3,landuse_majority,elevation_mean,elevation_range,elevation_majority,slope_mean,orientation_mean
1927,1927,3660919.8661,2069982.981,2503,312984,125.04354774,126.0,312.0,480.90513728800596,47.740020751953104,461.839996337891,21.981684225753103,139.399916594165
1928,1928,3660928.4579,2070082.2469,2509,284552,113.41251495,102.0,312.0,490.14960494844,40.889984130859396,500.329986572266,19.2242496367728,89.3853976278022
1929,1929,3660937.0758,2070181.9554,2512,325694,129.65525478,140.0,312.0,485.817291184599,42.269989013671896,500.989990234375,21.1807764504343,83.0899876561658
1930,1930,3660945.6618,2070281.3333,2499,314484,125.84393758,137.0,312.0,486.75842521667505,33.3099975585938,499.869995117188,17.4701048994064,106.095351486206
1931,1931,3660954.2373,2070380.6012,2496,341672,136.88782051,146.0,312.0,498.178266362329,28.3900146484375,496.079986572266,16.430129267649697,170.99498779689802
1932,1932,3660962.8213,2070479.8683,7547,1049766,139.09712469,149.0,311.0,447.676700091701,142.789978027344,419.299987792969,21.1245741899948,162.245032454781
1933,1933,3660084.5702,2059146.2657,27906,3571193,127.97222819,131.0,121.0,3.40086558942599,7.71000003814697,0.0,1.49294498447597,161.04930931631398
1934,1934,3660093.1561,2059245.6337,2498,263050,105.30424339,96.0,121.0,3.9975561156237203,1.24000000953674,3.75,1.0017269820792398,173.392209152926
1935,1935,3660101.7064,2059344.8942,2496,247580,99.19070512799999,95.0,121.0,3.92934675252617,0.829999923706055,3.8800001144409197,0.44351728423381603,203.55446157084
1936,1936,3660110.2903,2059444.1512,2495,241506,96.795991984,95.0,121.0,3.9524561492422796,0.610000133514404,4.05999994277954,0.346499954347959,139.046215535405
1937,1937,3660118.8576,2059543.4101,2499,240039,96.054021609,95.0,121.0,4.26822056328145,0.539999723434448,4.32000017166138,0.358604080442871,192.290416229936
1938,1938,3660127.4273,2059642.7802,2499,239402,95.79911964799999,96.0,121.0,4.23770001530647,0.539999961853027,4.30000019073486,0.36959332778584203,237.086222414385
1939,1939,3660136.0115,2059742.0375,2495,245842,98.533867735,94.0,121.0,3.9284924592205,0.610000133514404,3.83999991416931,0.3860558986326861,188.80449186340198
1940,1940,3660144.5709,2059841.2975,2496,233577,93.580528846,91.0,121.0,4.00220555410648,0.899999856948853,3.9000000953674303,0.48908478850708903,198.81654969552397
1941,1941,3660153.1387,2059940.5567,2499,226476,90.62665066,87.0,121.0,4.26872180279036,0.8099999427795409,4.5,0.495363960182644,142.535143705712
1942,1942,3660161.7257,2060039.9253,2516,230731,91.705484897,91.0,121.0,4.36444445951485,0.5300002098083499,4.5,0.36560926475090705,149.387055898561
1943,1943,3660170.3471,2060139.7355,2508,230817,92.03229665100001,91.0,121.0,4.3009629673428,0.56000018119812,4.30000019073486,0.313550492256512,99.7320183630343
1944,1944,3660178.9069999997,2060238.9958,2500,233618,93.4472,91.0,121.0,4.115313301707871,0.7600002288818359,4.01000022888184,0.44992746931867206,91.2997124846418
1945,1945,3660187.4754,2060338.2553,2496,227226,91.03605769200001,90.0,121.0,4.3921859432105395,0.889999866485596,4.30999994277954,0.631036979455183,181.598006303885
1946,1946,3660196.0606,2060437.5131,2494,227495,91.216920609,91.0,121.0,4.51618090826063,0.590000152587891,4.48999977111816,0.33177447501823704,193.57859468939301
1947,1947,3660204.6209,2060536.7736,2496,228214,91.431891026,92.0,121.0,4.47414138943258,0.160000324249268,4.46999979019165,0.11011616443048701,242.73006143509602
1948,1948,3660213.1814,2060636.0343,2496,227211,91.030048077,91.0,121.0,4.50609573969613,0.170000076293945,4.53000020980835,0.0864866608354997,221.662829843516
1949,1949,3660221.7671,2060735.2923,2495,237201,95.070541082,95.0,121.0,4.6647249662876105,0.25,4.71999979019165,0.12346544816158699,180.77935235999402
1950,1950,3660230.3278,2060834.5531,2496,242398,97.114583333,94.0,121.0,4.90327453132841,2.70000028610229,4.73999977111816,0.999226452668187,156.937488358928
1951,1951,3660238.897,2060933.813,2512,266693,106.16759554,96.0,121.0,6.940816833241151,5.67999982833862,5.32999992370605,3.8179825125354396,101.074761935685
1952,1952,3660247.5113,2061033.6248,2513,260442,103.63788301,94.0,122.0,6.16790124280953,4.019999980926509,7.03000020980835,3.02619435647388,206.274576652273
1953,1953,3660256.0975,2061132.8832,2498,242603,97.118895116,92.0,122.0,6.90812501430511,1.4800000190734899,7.32999992370605,1.30447370057926,211.265695797485
1954,1954,3660264.6694,2061232.2544,2499,231738,92.73229291700001,92.0,122.0,7.08159602372129,2.8799996376037598,7.050000190734861,1.67754359852216,223.904336329568
1955,1955,3660273.2392,2061331.5147,3753,358075,95.410338396,93.0,122.0,5.97922817492645,1.3000001907348602,5.92999982833862,0.6138663213331279,224.123975302176
1956,1956,3660607.8162,2065205.3688,3778,391360,103.58920064,96.0,111.0,39.884269559538204,1.5799980163574199,39.790000915527294,0.830776937039835,156.353625257294
1957,1957,3660616.3832,2065304.6330000001,2502,255788,102.23341327,95.0,111.0,41.9484250736237,3.89999771118164,41.0099983215332,1.7831702518463102,164.759054412842
1958,1958,3660624.9716,2065404.1176,2502,246133,98.3745004,94.0,142.0,45.35793017151939,3.76000213623047,46.8199996948242,2.79696597270389,139.271766301105
1959,1959,3660633.5389,2065503.3819,2499,232614,93.082833133,91.0,142.0,44.800375936025404,8.06999969482422,45.2999992370605,4.05852555041026,80.05181751394629
1960,1960,3660642.142,2065602.7538,2499,253962,101.62545018,96.0,142.0,45.899524993896506,12.489997863769501,46.8600006103516,5.06974374547601,140.40161180496202
1961,1961,3660650.7179,2065702.0174,2496,283079,113.41306090000002,105.0,142.0,51.9153148257162,7.69999694824219,49.75,4.23955804064532,156.59404364521
1962,1962,3660659.2855,2065801.2819,2509,285891,113.9461937,103.0,111.0,54.885012359240505,5.269996643066411,55.2000007629395,2.8862300802105403,115.74984391924801
1963,1963,3660667.896,2065900.9872,2512,277037,110.28542994,97.0,111.0,56.215098573656505,3.90999984741211,56.380001068115206,1.77827669114902,134.28769580483998
1964,1964,3660676.4829,2066000.3612,2499,258130,103.29331733,98.0,121.0,59.7177250289917,5.34000015258789,58.0499992370605,2.6213440038263798,163.53808391571002
1965,1965,3660685.0510000004,2066099.626,2496,280589,112.41546474,103.0,111.0,63.82338354163299,4.78000259399414,64.6800003051758,2.44251499857221,166.854664738017
1966,1966,3660693.6443,2066198.8882,2502,261248,104.41566747,95.0,111.0,66.323731493594,2.4800033569335898,66.5,1.2534065200108602,124.889155132854
1967,1967,3660702.2339999997,2066298.3734,2503,311574,124.48022373,125.0,112.0,67.7792499732971,4.590003967285161,66.8199996948242,2.30853476166725,133.945114798546
1968,1968,3660710.8108,2066397.6375,2495,280550,112.44488978,102.0,112.0,71.2415076020974,8.56999969482422,70.61000061035159,3.6884381968771405,158.084422681799
1969,1969,3660719.3795,2066496.9026,2496,298871,119.73998397,116.0,112.0,75.4932240983401,4.87000274658203,77.0100021362305,2.54036441407816,174.026107797695
1970,1970,3660727.9566,2066596.1669,2495,303801,121.76392786,120.0,112.0,79.25826619977329,4.16999816894531,78.7399978637695,2.26362632522032,205.460690982378
1971,1971,3660736.5255,2066695.4321,2496,305224,122.28525641,117.0,112.0,82.12801512521709,4.89000701904297,83.5699996948242,2.8136475911392003,204.00978262819802
1972,1972,3660745.0946,2066794.6973,2509,316110,125.99043444,124.0,112.0,85.86274755119099,5.470001220703121,84.11000061035159,2.8837530728023797,202.040572138116
1973,1973,3660753.7398,2066894.3999,2509,306633,122.21323236,118.0,112.0,90.11034648253191,8.73999786376953,92.4300003051758,4.56086081649997,204.226188961822
1974,1974,3660762.3092,2066993.6653,2495,293803,117.75671343,111.0,111.0,94.277481309713,5.91999816894531,93.1500015258789,2.9398597680050997,190.75825623481003
1975,1975,3660770.8786,2067092.9309,2499,266339,106.57823129,101.0,111.0,98.25800006866459,5.26000213623047,98.2300033569336,2.28153548687696,193.112368965149
1976,1976,3660779.4589,2067192.3066,2499,262786,105.15646259,100.0,111.0,101.527149887085,4.12000274658203,101.400001525879,1.8570537951588602,211.62119728088402
1977,1977,3660788.037,2067291.5714,2496,266264,106.67628205,102.0,111.0,104.94726131190001,8.07999420166016,103.459999084473,3.93226723155784,184.898470413745
1978,1978,3660796.6069,2067390.8371,2495,264040,105.82765531,101.0,111.0,110.409523679499,5.98000335693359,107.12999725341801,3.48051077822097,146.746625948072
1979,1979,3660805.1853,2067490.1021,2499,257600,103.08123249,100.0,111.0,114.573849964142,6.50999450683594,114.26000213623001,3.10697743237019,157.94820705413798
1980,1980,3660813.7661,2067589.4781,2499,270411,108.20768307,103.0,111.0,118.86987493515,7.19000244140625,120.05999755859399,3.44866717457771,144.52729429245
1981,1981,3660822.3615,2067688.7415,2496,260431,104.33934295,100.0,111.0,123.28824103657301,5.87999725341797,120.779998779297,3.0368488961877502,145.23765039443998
1982,1982,3660830.9319,2067788.0075,2509,267836,106.75009964,100.0,112.0,125.92705432023199,7.95000457763672,126.16999816894501,4.52295208183846,123.151015206139
1983,1983,3660839.5535,2067887.7134,2509,269141,107.27022718,99.0,112.0,130.80997531408102,13.519996643066401,128.63000488281202,7.89177872643577,157.50683996562
1984,1984,3660848.1242,2067986.9796,2496,288193,115.46193909999998,103.0,112.0,138.17663309681998,9.12998962402344,140.259994506836,4.16631270638063,146.70521428477198
1985,1985,3660856.6951,2068086.2459,2495,265238,106.30781563,99.0,112.0,142.247493849064,6.12001037597656,140.070007324219,3.24982779486138,114.75817701870301
1986,1986,3660865.2661,2068185.5122,2496,274912,110.14102564,99.0,112.0,144.753543067817,8.58999633789062,145.320007324219,3.9533620096331297,128.170296671403
1987,1987,3660873.8539,2068284.7769,2495,320387,128.41162325,129.0,112.0,143.363844560019,22.2200012207031,149.990005493164,13.3310866039574,135.265334932648
1988,1988,3660882.4252,2068384.0434,2496,268278,107.48317308,100.0,112.0,155.948592832939,21.0299987792969,148.429992675781,18.1779345258996,191.117739557621
1989,1989,3660890.9967,2068483.3099,2502,300605,120.14588329,118.0,112.0,178.97286812266202,36.220001220703104,171.300003051758,19.0689029883863,175.708973777562
1990,1990,3660899.6146,2068582.7943,2502,363129,145.13549161,148.0,323.0,209.495162050623,38.25,196.080001831055,19.284334045395898,231.42036445598598
1991,1991,3660908.1863,2068682.061,2499,354778,141.96798719,145.0,323.0,224.1621055125,54.720001220703104,209.99000549316398,22.099727707100396,231.804843835663
1992,1992,3660916.7771,2068781.4371,2513,362342,144.18702746,143.0,323.0,250.158147929627,34.8300170898438,250.850006103516,20.234483782082396,153.351060787248
1993,1993,3660925.3917,2068881.1447,2509,361511,144.08569151,146.0,323.0,247.05225285445098,47.5700073242188,240.539993286133,22.9262878109913,69.953877149242
1994,1994,3660933.9638,2068980.4116,2496,355192,142.30448718,148.0,112.0,225.947506191148,29.9800109863281,218.919998168945,13.9608654969886,80.9054367560283
1995,1995,3660942.5528,2069079.6769,2499,334694,133.93117247,137.0,323.0,226.385915005715,24.239990234375,219.539993286133,13.8820201464763,113.66389983280001
1996,1996,3660951.1275,2069179.055,2499,382690,153.13725490000002,155.0,323.0,227.056875419617,22.5099945068359,221.570007324219,18.378465088903898,157.787142400742
1997,1997,3660959.7084,2069278.3213,2495,383742,153.80440882,156.0,312.0,243.87932164944598,34.6699829101562,244.679992675781,24.678445629139,177.798464521092
1998,1998,3660968.2811,2069377.5885,2503,377390,150.77506992,153.0,312.0,260.619675519758,38.6099853515625,253.410003662109,21.1724909053479,171.705954630179
1999,1999,3660976.8835,2069477.0753,2502,374885,149.83413269,154.0,312.0,282.234626807977,49.579986572265604,276.94000244140597,25.9186140031957,150.501807236553
2000,2000,3660985.4481,2069576.3436,2496,376194,150.71875,153.0,312.0,311.167336928785,60.009979248046896,293.970001220703,28.2798865380599,177.702070610008
2001,2001,3660994.0546,2069675.6076,2495,360940,144.66533066,151.0,312.0,346.381909394384,49.459991455078104,334.019989013672,25.4132910841074,180.74219898243
2002,2002,3661002.6278,2069774.8751,2506,364929,145.62210694,149.0,312.0,382.43342397230697,58.040008544921896,356.859985351562,28.8779881172086,174.481693239425
2003,2003,3661011.2415,2069874.4724,2509,348327,138.83100837,143.0,312.0,431.06362286513297,50.739990234375,450.359985351562,24.3207601779152,186.56694125419202
2004,2004,3661019.8257,2069973.8502,2499,324527,129.86274509999998,137.0,312.0,460.294725799561,28.0999755859375,459.47000122070295,16.3063884660602,113.231158304214
2005,2005,3661028.3993,2070073.118,2496,333335,133.54767628,143.0,312.0,452.10685875667394,49.709991455078104,440.97000122070295,21.0015616309104,69.90347175023071
2006,2006,3661036.9815,2070172.385,2495,331549,132.88537074,146.0,312.0,447.762331090177,45.5700073242188,445.350006103516,22.185150148277,90.30384055116119
2007,2007,3661045.5554,2070271.6529,2499,344776,137.96558623,150.0,312.0,452.559848727892,43.739990234375,439.97000122070295,20.7548055217494,108.63302736905399
2008,2008,3661054.1401,2070371.031,2499,330036,132.06722689,145.0,312.0,470.610900497437,42.8499755859375,452.559997558594,20.3730697321892,123.619887752533
2009,2009,3661062.731,2070470.2974,3731,488660,130.97292951,146.0,312.0,473.77673350016295,64.02999877929689,459.670013427734,16.929065002203,147.034873222591
2010,2010,3660184.4872,2059136.7012,7637,1017576,133.24289643,139.0,141.0,4.3166829481357505,4.70000016689301,5.01000022888184,2.9352098784628997,129.448532000806
2011,2011,3660193.0443,2059235.9609,2496,247839,99.294471154,100.0,121.0,4.199318197640509,0.880000114440918,3.97000002861023,0.4493707777048,173.486763843382
2012,2012,3660201.6265,2059335.218,2495,242926,97.365130261,98.0,121.0,4.46621553103129,1.91999983787537,4.57000017166138,0.9650028581756701,240.14052756746898
2013,2013,3660210.1839,2059434.4778,2496,242200,97.03525641,95.0,121.0,4.65392947857566,1.8100001811981201,5.050000190734861,1.3664376438227002,214.954016080131
2014,2014,3660218.7497,2059533.7368,2495,246532,98.81042084200001,95.0,121.0,3.94233668389632,1.41000008583069,3.8499999046325697,0.613911837241121,215.384144955979
2015,2015,3660227.3324,2059632.9941,2513,241407,96.06327099100001,95.0,121.0,3.9545184965486904,0.910000085830688,3.82999992370605,0.341756094412671,121.002482156754
2016,2016,3660235.9434,2059732.805,2516,238023,94.603736089,94.0,121.0,4.01541871742662,0.5899999141693121,3.8499999046325697,0.409938987027945,135.24586574984102
2017,2017,3660244.537,2059832.1726,2498,219257,87.773018415,87.0,121.0,4.05210527202539,0.779999971389771,4.15999984741211,0.464605139124961,139.683370767082
2018,2018,3660253.095,2059931.4328,2496,228135,91.400240385,87.0,121.0,4.31089776709787,1.41999983787537,3.8800001144409197,1.14311391330717,192.91766139495
2019,2019,3660261.6532,2060030.6931,2496,243250,97.455929487,92.0,121.0,4.190753767837831,1.4700000286102302,4.5,1.04670661785663,184.09773644600202
2020,2020,3660270.2366,2060129.9508,2498,234566,93.90152121700001,91.0,121.0,4.05452263355255,0.75,4.01000022888184,0.417125599926815,88.7127400654644
2021,2021,3660278.814,2060229.3205,2499,235961,94.42216886799999,91.0,121.0,4.05134665936306,0.779999971389771,3.95000004768372,0.413535510150349,205.86678452786998
2022,2022,3660287.3726,2060328.581,2496,235768,94.458333333,92.0,121.0,4.37258796835664,0.690000057220459,4.34000015258789,0.30022935295505604,194.59414338211602
2023,2023,3660295.9648,2060427.8380000002,2495,234484,93.981563126,93.0,121.0,4.51346736577288,0.309999942779541,4.59000015258789,0.18110015440788396,195.906159660144
2024,2024,3660304.5153,2060527.0995,2499,235285,94.15166066399999,94.0,121.0,4.6194749987125405,0.19000005722045898,4.6399998664856,0.10659357956610599,247.99137608009
2025,2025,3660313.0933,2060626.4696,2506,234242,93.47246608100001,94.0,121.0,4.60930523150612,0.14999961853027302,4.61999988555908,0.0839770278447393,243.356400718689
2026,2026,3660321.6988,2060725.9481,2509,238831,95.189717019,95.0,121.0,4.66982667753012,0.26999998092651395,4.65999984741211,0.122521456084732,192.197559617441
2027,2027,3660330.2794,2060825.4293,2502,265707,106.19784173,96.0,121.0,4.67221942982471,2.09000015258789,4.73999977111816,0.847216386464134,127.022024278377
2028,2028,3660338.8388,2060924.6902,2499,251794,100.75790316,97.0,121.0,4.97578947765188,1.6100001335143999,5.01000022888184,0.576231730756418,127.963781630574
2029,2029,3660347.434,2061024.0588,2499,263615,105.48819528,94.0,121.0,5.17060000658035,1.9400000572204599,5.0,0.707056219694205,163.520578292821
2030,2030,3660356.0021,2061123.3190000001,2496,259011,103.77043269,93.0,121.0,6.25471031515664,2.08000040054321,6.96999979019165,1.35836008375496,171.85434977248198
2031,2031,3660364.5787,2061222.5784,2495,233421,93.555511022,93.0,122.0,6.89454774281487,0.599999904632568,6.880000114440921,0.619265938173025,194.64895662983997
2032,2032,3660373.147,2061321.8388,2499,235198,94.116846739,93.0,122.0,6.37085210111804,1.44999980926514,5.96999979019165,0.9757275008654829,251.805166446504
2033,2033,3660381.7178,2061421.2103,12253,1205531,98.3865992,94.0,121.0,6.5646701630725195,7.84000027179718,6.5,0.736348597059726,161.054738337239
2034,2034,3660682.0035,2064898.2351,19303,1937652,100.38087344,99.0,111.0,38.5615103846226,15.240001678466802,38.2400016784668,2.09487669751588,110.43760312489799
2035,2035,3660690.602,2064997.4957,5419,542472,100.10555453,97.0,111.0,37.4526835012873,3.65999984741211,36.779998779296896,1.2439551646693001,139.046597314537
2036,2036,3660699.1589,2065096.7607,3747,394986,105.41393114,102.0,111.0,38.574648885822604,2.2400016784668,38.1699981689453,1.0430029662556501,143.477960797058
2037,2037,3660707.7327,2065196.024,2495,259451,103.98837675,102.0,111.0,39.624250020980796,1.9500007629394498,39.6500015258789,0.941632575914264,140.00261636733998
2038,2038,3660716.2982,2065295.2882,2496,274485,109.96995192,101.0,111.0,41.1982914622705,4.47999954223633,40.5099983215332,2.1209114153481,161.842122063565
2039,2039,3660724.8889,2065394.5499,2509,250772,99.94898365899999,95.0,142.0,45.192754437846496,6.45999908447266,46.2299995422363,5.3261337351266596,189.53389097473598
2040,2040,3660733.4973,2065494.255,2509,347903,138.66201674,164.0,142.0,39.1908889111177,5.979999542236331,38.77000045776371,3.30029793035837,212.839343992575
2041,2041,3660742.0716,2065593.5187,2496,285905,114.54527244,97.0,142.0,41.7876826557765,8.97999954223633,39.220001220703104,5.6054095825560495,189.291892505713
2042,2042,3660750.6377,2065692.7832,2499,291378,116.59783914,99.0,142.0,49.7523308278325,5.23999786376953,50.1599998474121,2.89798875515324,190.49206365140802
2043,2043,3660759.2313,2065792.1563,2499,320952,128.43217287,132.0,111.0,52.8280451494948,4.66999816894531,52.6500015258789,2.45224267797064,209.017483857043
2044,2044,3660767.8143,2065891.4192,2495,327487,131.25731463,140.0,111.0,56.0638345704043,6.329998016357419,54.9900016784668,3.1574037947451603,195.103414549863
2045,2045,3660776.3808,2065990.6840000001,2496,273536,109.58974359,100.0,111.0,59.4499247181955,5.34000015258789,59.8499984741211,2.83167870619788,207.34177843410197
2046,2046,3660784.9475,2066089.9489,2499,278921,111.61304522,102.0,111.0,63.07749375842871,3.6599960327148398,64.5,1.96588677825187,164.603218939071
2047,2047,3660793.5499,2066189.3214,2499,268808,107.56622649,96.0,111.0,65.6128248596191,2.0800018310546897,65.84999847412111,1.11914315240458,146.140984163284
2048,2048,3660802.1169,2066288.5864,2495,294087,117.87054108,106.0,112.0,66.703979972628,2.77999877929688,66.41000366210939,1.68759014106517,163.470509822169
2049,2049,3660810.6923,2066387.8506,2509,292815,116.70585891,110.0,112.0,70.2339948933414,7.43999481201172,71.7900009155273,3.6570611048868797,170.49350609791202
2050,2050,3660819.3021,2066487.5564,2509,284918,113.5583898,105.0,112.0,74.3737129362503,5.62999725341797,73.0999984741211,2.9838555968633997,144.52697529179
2051,2051,3660827.8694,2066586.8217,2496,286654,114.84535256,110.0,112.0,78.7184961840025,6.20999908447266,77.4899978637695,2.8441844171748705,155.304049824115
2052,2052,3660836.4619,2066686.0844,2496,288055,115.40665064,107.0,112.0,83.05195502948041,8.62999725341797,80.80999755859379,4.44341915308085,176.25957300908001
2053,2053,3660845.0379,2066785.3489,2495,355437,142.45971944,149.0,112.0,86.72245616482608,3.9800033569335898,87.69000244140621,2.0037568586512,174.53872879525503
2054,2054,3660853.6056,2066884.6143,2496,324352,129.94871795,133.0,112.0,90.46381922582891,4.63999938964844,89.2699966430664,2.5447360771385297,166.30141050252502
2055,2055,3660862.1819,2066983.879,2495,264909,106.17595190000002,100.0,111.0,94.2523233047639,4.12000274658203,92.73999786376949,2.29232073763404,173.497186063516
2056,2056,3660870.7666,2067083.1429,2502,253679,101.39048761,100.0,111.0,98.0501994943975,4.36000061035156,96.9599990844727,2.31074358965096,156.799030123209
2057,2057,3660879.3644,2067182.628,2503,259174,103.54534559,100.0,111.0,100.486324977875,5.23999786376953,99.87000274658199,2.43660250723362,120.31031141281099
2058,2058,3660887.9327,2067281.8938,2499,269825,107.97318928,102.0,111.0,103.02194508769001,6.6300048828125,103.16999816894501,3.18576787861803,129.989803666189
2059,2059,3660896.5202,2067381.2689,2512,257811,102.63176752,100.0,111.0,107.416518581061,7.81000518798828,107.139999389648,3.6548300013130097,148.737683143145
2060,2060,3660905.123,2067480.9764,2510,265315,105.70318725,101.0,111.0,112.109579294035,5.01000213623047,112.19000244140601,3.0171377219186004,159.413194826334
2061,2061,3660913.7251,2067580.2389,2495,269662,108.08096192,101.0,111.0,116.191432243616,7.01000213623047,114.430000305176,3.5184324174071095,143.021218841399
2062,2062,3660922.2939999998,2067679.505,2499,264772,105.95118047,97.0,112.0,119.70842106181001,9.62000274658203,120.0,4.918382439566289,127.113966937053
2063,2063,3660930.8819999998,2067778.8804,2499,259164,103.70708283,98.0,112.0,122.909800071716,6.11000061035156,121.139999389648,2.9921831282973304,150.193300762177
2064,2064,3660939.4511,2067878.1466,2502,282840,113.04556355,104.0,112.0,128.248475112915,7.66999816894531,128.360000610352,3.6734635564684903,143.200453662872
2065,2065,3660948.0417,2067977.6333,2503,280757,112.16819816,103.0,112.0,132.707660883813,11.0500030517578,131.929992675781,4.90068053368905,125.244427676225
2066,2066,3660956.6195,2068076.8988,2496,290249,116.28565705,108.0,112.0,134.795502514096,12.649993896484402,130.539993286133,6.38339993372634,91.5044930759986
2067,2067,3660965.2139999997,2068176.1626,2495,310858,124.59238477,125.0,112.0,136.031629060444,14.8600006103516,131.660003662109,8.01910330194579,110.10874760180799
2068,2068,3660973.7837,2068275.4291,2495,323214,129.54468938,136.0,112.0,139.462932806565,17.039993286132802,133.160003662109,12.671126213288801,168.811617287702
2069,2069,3660982.3536,2068374.6957,2506,295442,117.89385475,113.0,112.0,156.399528635938,17.5099945068359,161.11999511718798,10.043105788029699,179.570224525319
2070,2070,3660990.9638,2068474.292,2509,259830,103.55918693,96.0,112.0,168.256024810414,40.3300018310547,165.860000610352,20.549271845228898,178.468149411237
2071,2071,3660999.5446,2068573.6689,2499,317973,127.24009604,128.0,323.0,199.379597841196,63.1199951171875,176.179992675781,28.3084639550453,127.78615328534799
2072,2072,3661008.1232,2068672.9349,2496,349050,139.84375,139.0,323.0,226.27643194150698,51.739990234375,223.27000427246102,21.3402566502442,128.305642559301
2073,2073,3661016.7186,2068772.1991,2495,344073,137.90501002,145.0,112.0,228.63092710260798,42.769989013671896,219.199996948242,19.6826202776797,65.9900527418705
2074,2074,3661025.2892,2068871.4661,2499,300647,120.30692277,116.0,112.0,214.64313298658,30.3700103759766,219.960006713867,14.244886415046599,81.31938931457981
2075,2075,3661033.8705,2068970.8433,2499,328453,131.43377351,137.0,112.0,215.038100013733,11.6800079345703,217.410003662109,5.8607040822505905,132.333351945877
2076,2076,3661042.4496,2069070.1096,2496,310732,124.49198718,124.0,323.0,228.96221091879102,41.420013427734396,218.820007324219,16.668622141919197,203.636432877737
2077,2077,3661051.0122,2069169.3776,2495,369273,148.00521042,152.0,312.0,245.92560335858997,47.0200042724609,224.350006103516,23.4499068751407,258.552486783895
2078,2078,3661059.6,2069268.6431,2499,370823,148.38855542,151.0,312.0,260.632968246194,40.160003662109396,247.089996337891,24.3726443911431,209.09678672733398
2079,2079,3661068.1986,2069368.0189,2513,372630,148.28093912,151.0,312.0,283.442094098171,59.0200042724609,269.5,25.1960492110605,236.21165680532997
2080,2080,3661076.8209,2069467.7262,2509,369934,147.44280590000002,150.0,312.0,305.782853725235,63.739990234375,276.970001220703,28.467635956946395,242.886951758903
2081,2081,3661085.3924,2069566.9937,2496,363141,145.48918269,150.0,312.0,327.070676263412,61.5599975585938,337.130004882812,28.3875030861761,214.18394191043998
2082,2082,3661093.9724,2069666.2603,2495,367315,147.22044088,149.0,312.0,375.446625217082,66.25997924804689,373.160003662109,30.285958727300898,214.101394730191
2083,2083,3661102.5441,2069765.5280000002,2496,365811,146.55889423,150.0,312.0,404.42045248213697,60.9500122070312,410.420013427734,22.972128897456102,217.441213492772
2084,2084,3661111.1161,2069864.7957,2495,355780,142.59719439,148.0,312.0,431.60040290890197,38.959991455078104,425.929992675781,22.2994536068337,139.576674723205
2085,2085,3661119.6881,2069964.0635,2496,381827,152.9755609,155.0,312.0,435.68117766033697,41.519989013671896,448.399993896484,17.276124790497597,70.3084780853195
2086,2086,3661128.2937,2070063.3279,2495,372752,149.39959919999998,152.0,312.0,421.670075686653,53.3900146484375,408.450012207031,20.8750682307365,56.050383896457205
2087,2087,3661136.8660000004,2070162.5958,2503,366655,146.48621654,151.0,312.0,404.15483797220804,41.8099975585938,386.489990234375,22.5590274530159,91.1285770539928
2088,2088,3661145.4598,2070262.0842,2502,379114,151.5243805,153.0,312.0,420.576170204884,46.910003662109396,415.690002441406,20.4870382434693,133.591362132362
2089,2089,3661154.0407,2070361.3514,2509,365123,145.52530889,152.0,312.0,441.835940823697,36.149993896484396,431.929992675781,18.26538179564,118.13253453698499
2090,2090,3661162.6561,2070461.0603,2513,354423,141.03581377,149.0,312.0,454.480791148573,41.639984130859396,440.609985351562,19.928424762027102,104.567578155215
2091,2091,3661171.248,2070560.4378,9887,1455003,147.16324466,151.0,311.0,431.575639692281,117.42001342773399,450.51998901367205,19.6856807086478,225.833572285096
2092,2092,3660284.396,2059127.1392,3780,493260,130.49206349,139.0,121.0,4.30090909925374,4.31000018119812,3.77999997138977,1.86196661078637,132.671872410681
2093,2093,3660292.9516,2059226.3989,2503,246240,98.37794646399999,95.0,121.0,3.9042393929345898,0.829999923706055,3.83999991416931,0.490449697685026,181.24160883611
2094,2094,3660301.5537,2059325.8765,2508,244703,97.568979266,95.0,121.0,4.1083870939818,3.10999989509583,3.74000000953674,1.87024240514203,142.777792086968
2095,2095,3660310.1308,2059425.3567,2503,236666,94.552936476,94.0,121.0,4.35678304103842,3.2100000381469704,4.6100001335144,2.0706155649444398,98.2640190885549
2096,2096,3660318.7119,2059524.6141,2499,245990,98.43537415,99.0,121.0,4.35467500567436,1.05999970436096,4.2800002098083505,0.6572663268074389,218.205520157814
2097,2097,3660327.2871,2059623.9834,2499,237696,95.116446579,93.0,121.0,4.6077638121705595,1.7599999904632602,3.8199999332427996,1.1599749480163601,199.41091794056598
2098,2098,3660335.8601,2059723.2418,2495,243237,97.489779559,93.0,121.0,3.87811557671533,1.0699996948242199,3.7899999618530296,0.481072453150161,217.39822999107201
2099,2099,3660344.4166,2059822.5019999999,2496,234115,93.79607371799999,91.0,121.0,3.59884422208796,0.730000257492065,3.5399999618530296,0.361992643650003,166.58428610509398
2100,2100,3660353.0066,2059921.7588,2498,228349,91.412730184,89.0,121.0,4.33734335636435,2.2700002193450897,3.5199999809265097,1.25645137471812,174.01945048645302
2101,2101,3660361.5739999996,2060021.1293,2499,221638,88.690676271,89.0,121.0,4.99512499928474,1.39999961853027,5.1399998664856,0.739229337349534,199.139796674775
2102,2102,3660370.1308,2060120.3898,2496,234825,94.080528846,92.0,121.0,3.78228644030777,1.4400000572204599,3.39000010490417,1.1140656802784599,185.41942789326998
